Country/territory,WHO Preferred Vaccine Name,mmm Year,Bilateral/multilateral agreements,Donations,COVAX,AVAT,Unknown,Total Doses Delivered
Mauritius,SII - Covishield,Jan 2021,(Blank),"100,000",(Blank),(Blank),(Blank),"100,000"
Mauritius,SII - Covishield,Feb 2021,"100,000",(Blank),(Blank),(Blank),(Blank),"100,000"
Mauritius,Sinopharm (Beijing) - BBIBP-CorV,Apr 2021,(Blank),"100,000",(Blank),(Blank),(Blank),"100,000"
Mauritius,Sinopharm (Beijing) - BBIBP-CorV,Jul 2021,(Blank),"5,000",(Blank),(Blank),(Blank),"5,000"
Mauritius,Unknown,Jun 2021,(Blank),(Blank),(Blank),(Blank),"155,243","155,243"
Mauritius,Unknown,Jul 2021,(Blank),(Blank),(Blank),(Blank),"429,487","429,487"
Mauritius,Unknown,Aug 2021,(Blank),(Blank),(Blank),(Blank),"227,618","227,618"
Mauritius,Unknown,Sep 2021,(Blank),(Blank),(Blank),(Blank),"98,913","98,913"
Mauritius,Unknown,Oct 2021,(Blank),(Blank),(Blank),(Blank),"103,886","103,886"
Mauritius,Unknown,May 2022,(Blank),(Blank),(Blank),(Blank),"36,069","36,069"
Mauritius,Unknown,Jun 2022,(Blank),(Blank),(Blank),(Blank),"12,283","12,283"
Mauritius,Unknown,Jul 2022,(Blank),(Blank),(Blank),(Blank),"7,491","7,491"
Mauritius,Unknown,Aug 2022,(Blank),(Blank),(Blank),(Blank),"8,311","8,311"
Mauritius,Unknown,Sep 2022,(Blank),(Blank),(Blank),(Blank),"11,466","11,466"
Mozambique,AstraZeneca - Vaxzevria,Jul 2021,(Blank),"50,000","108,000",(Blank),(Blank),"158,000"
Mozambique,AstraZeneca - Vaxzevria,Sep 2021,(Blank),"110,000","188,160",(Blank),(Blank),"298,160"
Mozambique,AstraZeneca - Vaxzevria,Oct 2021,(Blank),"200,000","605,560",(Blank),(Blank),"805,560"
Mozambique,AstraZeneca - Vaxzevria,Nov 2021,(Blank),"637,200","708,900",(Blank),(Blank),"1,346,100"
Mozambique,AstraZeneca - Vaxzevria,Dec 2021,(Blank),(Blank),"2,140,800",(Blank),(Blank),"2,140,800"
Mozambique,AstraZeneca - Vaxzevria,Feb 2022,(Blank),(Blank),"1,168,800",(Blank),(Blank),"1,168,800"
Mozambique,Janssen - Ad26.COV 2.S,Jul 2021,(Blank),(Blank),"302,400",(Blank),(Blank),"302,400"
Mozambique,Janssen - Ad26.COV 2.S,Sep 2021,(Blank),(Blank),"336,000","100,800",(Blank),"436,800"
Mozambique,Janssen - Ad26.COV 2.S,Oct 2021,(Blank),(Blank),(Blank),"604,800",(Blank),"604,800"
Mozambique,Janssen - Ad26.COV 2.S,Nov 2021,(Blank),(Blank),"840,000","756,000",(Blank),"1,596,000"
Mozambique,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),"2,016,200","1,058,400",(Blank),"3,074,600"
Mozambique,Janssen - Ad26.COV 2.S,Jan 2022,(Blank),(Blank),"1,209,600",(Blank),(Blank),"1,209,600"
Mozambique,Janssen - Ad26.COV 2.S,Feb 2022,(Blank),(Blank),(Blank),"1,765,500",(Blank),"1,765,500"
Mozambique,Pfizer BioNTech - Comirnaty,Aug 2022,(Blank),(Blank),"1,333,800",(Blank),(Blank),"1,333,800"
Mozambique,Pfizer BioNTech - Comirnaty,Sep 2022,(Blank),(Blank),"3,566,160",(Blank),(Blank),"3,566,160"
Mozambique,SII - Covishield,Mar 2021,(Blank),"100,000","384,000",(Blank),(Blank),"484,000"
Mozambique,SII - Covishield,Dec 2021,(Blank),(Blank),"720,000",(Blank),(Blank),"720,000"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Feb 2021,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Jun 2021,(Blank),"60,000",(Blank),(Blank),(Blank),"60,000"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Jul 2021,"1,500,000",(Blank),(Blank),(Blank),(Blank),"1,500,000"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Oct 2021,(Blank),(Blank),"1,616,400",(Blank),(Blank),"1,616,400"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Nov 2021,(Blank),(Blank),"4,773,600",(Blank),(Blank),"4,773,600"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Dec 2021,(Blank),"1,000,000","3,223,200",(Blank),(Blank),"4,223,200"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Jan 2022,(Blank),(Blank),"957,186",(Blank),(Blank),"957,186"
Mozambique,Sinopharm (Beijing) - BBIBP-CorV,Feb 2022,(Blank),(Blank),"348,414",(Blank),(Blank),"348,414"
Mozambique,Unknown,Sep 2021,(Blank),(Blank),(Blank),(Blank),"569,506","569,506"
Namibia,AstraZeneca - Vaxzevria,Apr 2021,(Blank),(Blank),"24,000",(Blank),(Blank),"24,000"
Namibia,AstraZeneca - Vaxzevria,May 2021,(Blank),(Blank),"43,200",(Blank),(Blank),"43,200"
Namibia,AstraZeneca - Vaxzevria,Jun 2021,(Blank),"75,000",(Blank),(Blank),(Blank),"75,000"
Namibia,AstraZeneca - Vaxzevria,Sep 2021,(Blank),"201,600","40,800",(Blank),(Blank),"242,400"
Namibia,AstraZeneca - Vaxzevria,Jan 2022,(Blank),(Blank),"33,600",(Blank),(Blank),"33,600"
Namibia,AstraZeneca - Vaxzevria,Mar 2022,(Blank),"60,000",(Blank),(Blank),(Blank),"60,000"
Namibia,Gamaleya - Sputnik V,Aug 2021,(Blank),"50,000",(Blank),(Blank),(Blank),"50,000"
Namibia,Gamaleya - Sputnik V,Sep 2021,(Blank),"45,000",(Blank),(Blank),(Blank),"45,000"
Namibia,Janssen - Ad26.COV 2.S,Sep 2021,(Blank),(Blank),(Blank),"108,000",(Blank),"108,000"
Namibia,Janssen - Ad26.COV 2.S,Nov 2021,(Blank),(Blank),(Blank),"223,200",(Blank),"223,200"
Namibia,Janssen - Ad26.COV 2.S,Feb 2022,(Blank),(Blank),(Blank),"168,000",(Blank),"168,000"
Namibia,Janssen - Ad26.COV 2.S,Aug 2022,(Blank),(Blank),(Blank),"151,200",(Blank),"151,200"
Namibia,Pfizer BioNTech - Comirnaty,Sep 2021,(Blank),(Blank),"100,620",(Blank),(Blank),"100,620"
Namibia,Pfizer BioNTech - Comirnaty,Oct 2021,(Blank),(Blank),"124,020",(Blank),(Blank),"124,020"
Namibia,Pfizer BioNTech - Comirnaty,Mar 2022,(Blank),(Blank),"43,290",(Blank),(Blank),"43,290"
Namibia,Pfizer BioNTech - Comirnaty,Apr 2022,(Blank),(Blank),"39,780",(Blank),(Blank),"39,780"
Namibia,Pfizer BioNTech - Comirnaty,Jul 2022,(Blank),(Blank),"38,610",(Blank),(Blank),"38,610"
Namibia,Pfizer BioNTech - Comirnaty,Aug 2022,(Blank),(Blank),"86,580",(Blank),(Blank),"86,580"
Namibia,SII - Covishield,Mar 2021,(Blank),"30,000",(Blank),(Blank),(Blank),"30,000"
Namibia,Sinopharm (Beijing) - BBIBP-CorV,Jul 2021,"250,000",(Blank),(Blank),(Blank),(Blank),"250,000"
Namibia,Sinopharm (Beijing) - BBIBP-CorV,Aug 2021,(Blank),"20,000",(Blank),(Blank),(Blank),"20,000"
Namibia,Sinovac - CoronaVac,Mar 2021,(Blank),"100,000",(Blank),(Blank),(Blank),"100,000"
Rwanda,AstraZeneca - Vaxzevria,May 2021,(Blank),(Blank),"117,600",(Blank),(Blank),"117,600"
Rwanda,AstraZeneca - Vaxzevria,Sep 2021,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Rwanda,AstraZeneca - Vaxzevria,Oct 2021,(Blank),"992,690","350,400",(Blank),(Blank),"1,343,090"
Rwanda,AstraZeneca - Vaxzevria,Nov 2021,(Blank),"730,000","1,126,900",(Blank),(Blank),"1,856,900"
Rwanda,AstraZeneca - Vaxzevria,Dec 2021,(Blank),(Blank),"2,990,880",(Blank),(Blank),"2,990,880"
Rwanda,Gamaleya - Sputnik V,Dec 2021,(Blank),"60,000",(Blank),(Blank),(Blank),"60,000"
Rwanda,Janssen - Ad26.COV 2.S,Sep 2021,(Blank),(Blank),(Blank),"108,000",(Blank),"108,000"
Rwanda,Janssen - Ad26.COV 2.S,Oct 2021,(Blank),(Blank),(Blank),"151,200",(Blank),"151,200"
Rwanda,Janssen - Ad26.COV 2.S,Nov 2021,(Blank),(Blank),(Blank),"151,200",(Blank),"151,200"
Rwanda,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),0,"151,200",(Blank),"151,200"
Rwanda,Moderna - Spikevax,Nov 2021,(Blank),(Blank),"1,602,160",(Blank),(Blank),"1,602,160"
Rwanda,Moderna - Spikevax,Dec 2021,(Blank),"1,000,000","2,001,680",(Blank),(Blank),"3,001,680"
Rwanda,Moderna - Spikevax,Jan 2022,(Blank),(Blank),"100,800",(Blank),(Blank),"100,800"
Rwanda,Pfizer BioNTech - Comirnaty,Mar 2021,(Blank),(Blank),"102,960",(Blank),(Blank),"102,960"
Rwanda,Pfizer BioNTech - Comirnaty,May 2021,(Blank),(Blank),"100,620",(Blank),(Blank),"100,620"
Rwanda,Pfizer BioNTech - Comirnaty,Aug 2021,(Blank),(Blank),"489,060",(Blank),(Blank),"489,060"
Rwanda,Pfizer BioNTech - Comirnaty,Oct 2021,(Blank),(Blank),"1,568,970",(Blank),(Blank),"1,568,970"
Rwanda,Pfizer BioNTech - Comirnaty,Nov 2021,(Blank),(Blank),"301,860",(Blank),(Blank),"301,860"
Rwanda,Pfizer BioNTech - Comirnaty,Dec 2021,(Blank),(Blank),"314,730",(Blank),(Blank),"314,730"
Rwanda,Pfizer BioNTech - Comirnaty,Jan 2022,(Blank),(Blank),"1,999,530",(Blank),(Blank),"1,999,530"
Rwanda,Pfizer BioNTech - Comirnaty,Feb 2022,(Blank),(Blank),"999,180",(Blank),(Blank),"999,180"
Rwanda,Pfizer BioNTech - Comirnaty,Mar 2022,"3,500,000",(Blank),(Blank),(Blank),(Blank),"3,500,000"
Rwanda,Pfizer BioNTech - Comirnaty,Jun 2022,(Blank),(Blank),"254,400",(Blank),(Blank),"254,400"
Rwanda,Pfizer BioNTech - Comirnaty,Sep 2022,(Blank),(Blank),"254,400",(Blank),(Blank),"254,400"
Rwanda,Pfizer BioNTech - Comirnaty,Oct 2022,(Blank),(Blank),"907,200",(Blank),(Blank),"907,200"
Rwanda,SII - Covishield,Mar 2021,(Blank),"50,000","240,000",(Blank),(Blank),"290,000"
Rwanda,SII - Covishield,May 2021,(Blank),(Blank),"130,060",(Blank),(Blank),"130,060"
Rwanda,SII - Covishield,Dec 2021,"500,000",(Blank),(Blank),(Blank),(Blank),"500,000"
Rwanda,Sinopharm (Beijing) - BBIBP-CorV,Aug 2021,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Rwanda,Sinopharm (Beijing) - BBIBP-CorV,Oct 2021,(Blank),(Blank),"690,000",(Blank),(Blank),"690,000"
Rwanda,Sinopharm (Beijing) - BBIBP-CorV,Nov 2021,(Blank),"300,000",(Blank),(Blank),(Blank),"300,000"
Rwanda,Sinopharm (Beijing) - BBIBP-CorV,Dec 2021,(Blank),"50,000",(Blank),(Blank),(Blank),"50,000"
Rwanda,Unknown,Aug 2021,(Blank),(Blank),(Blank),(Blank),"961,412","961,412"
Rwanda,Unknown,Sep 2021,(Blank),(Blank),(Blank),(Blank),"1,458,164","1,458,164"
Rwanda,Unknown,Jul 2022,(Blank),(Blank),(Blank),(Blank),"2,028,773","2,028,773"
Rwanda,Unknown,Aug 2022,(Blank),(Blank),(Blank),(Blank),"585,305","585,305"
Seychelles,Gamaleya - Sputnik V,Mar 2021,(Blank),"1,000",(Blank),(Blank),(Blank),"1,000"
Seychelles,Pfizer BioNTech - Comirnaty,Sep 2021,(Blank),(Blank),"35,100",(Blank),(Blank),"35,100"
Seychelles,Pfizer BioNTech - Comirnaty,Dec 2021,(Blank),(Blank),"39,780",(Blank),(Blank),"39,780"
Seychelles,Pfizer BioNTech - Comirnaty,Jun 2022,(Blank),(Blank),"39,780",(Blank),(Blank),"39,780"
Seychelles,SII - Covishield,Jan 2021,(Blank),"50,000",(Blank),(Blank),(Blank),"50,000"
Seychelles,Sinopharm (Beijing) - BBIBP-CorV,Jan 2021,(Blank),"50,000",(Blank),(Blank),(Blank),"50,000"
Seychelles,Sinopharm (Beijing) - BBIBP-CorV,Jun 2021,(Blank),"25,000",(Blank),(Blank),(Blank),"25,000"
Seychelles,Unknown,Mar 2021,(Blank),(Blank),(Blank),(Blank),"9,607","9,607"
Seychelles,Unknown,Apr 2021,(Blank),(Blank),(Blank),(Blank),"28,917","28,917"
Seychelles,Unknown,May 2021,(Blank),(Blank),(Blank),(Blank),"8,399","8,399"
Somalia,AstraZeneca - Vaxzevria,Jul 2021,(Blank),(Blank),"108,000",(Blank),(Blank),"108,000"
Somalia,AstraZeneca - Vaxzevria,Aug 2021,(Blank),(Blank),"151,200",(Blank),(Blank),"151,200"
Somalia,AstraZeneca - Vaxzevria,Sep 2021,(Blank),(Blank),"264,000",(Blank),(Blank),"264,000"
Somalia,AstraZeneca - Vaxzevria,Oct 2021,(Blank),(Blank),"357,600",(Blank),(Blank),"357,600"
Somalia,AstraZeneca - Vaxzevria,Mar 2022,(Blank),(Blank),"149,760",(Blank),(Blank),"149,760"
Somalia,Janssen - Ad26.COV 2.S,Aug 2021,(Blank),(Blank),"302,400",(Blank),(Blank),"302,400"
Somalia,Janssen - Ad26.COV 2.S,Oct 2021,(Blank),(Blank),"336,500",(Blank),(Blank),"336,500"
Somalia,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),"2,505,600",(Blank),(Blank),"2,505,600"
Somalia,Janssen - Ad26.COV 2.S,Jun 2022,(Blank),(Blank),"2,008,800",(Blank),(Blank),"2,008,800"
Somalia,Janssen - Ad26.COV 2.S,Jul 2022,(Blank),(Blank),"1,670,400",(Blank),(Blank),"1,670,400"
Somalia,Janssen - Ad26.COV 2.S,Aug 2022,(Blank),(Blank),"648,000",(Blank),(Blank),"648,000"
Somalia,Medigen - MVC-COV1901,Feb 2022,(Blank),"150,000",(Blank),(Blank),(Blank),"150,000"
Somalia,Pfizer BioNTech - Comirnaty,Mar 2022,(Blank),(Blank),"250,380",(Blank),(Blank),"250,380"
Somalia,Pfizer BioNTech - Comirnaty,May 2022,(Blank),(Blank),"286,650",(Blank),(Blank),"286,650"
Somalia,Pfizer BioNTech - Comirnaty,Jul 2022,(Blank),(Blank),"310,050",(Blank),(Blank),"310,050"
Somalia,SII - Covishield,Mar 2021,(Blank),(Blank),"300,000",(Blank),(Blank),"300,000"
Somalia,SII - Covishield,Dec 2021,(Blank),(Blank),"540,000",(Blank),(Blank),"540,000"
Somalia,Sinopharm (Beijing) - BBIBP-CorV,Apr 2021,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Somalia,Sinopharm (Beijing) - BBIBP-CorV,Sep 2021,(Blank),(Blank),"231,600",(Blank),(Blank),"231,600"
Somalia,Sinopharm (Beijing) - BBIBP-CorV,Dec 2021,(Blank),"500,000",(Blank),(Blank),(Blank),"500,000"
Somalia,Sinovac - CoronaVac,Mar 2022,(Blank),"290,400",(Blank),(Blank),(Blank),"290,400"
South Africa,Janssen - Ad26.COV 2.S,Feb 2021,"160,000",(Blank),(Blank),(Blank),(Blank),"160,000"
South Africa,Janssen - Ad26.COV 2.S,Jun 2021,"1,500,000",(Blank),(Blank),(Blank),(Blank),"1,500,000"
South Africa,Janssen - Ad26.COV 2.S,Aug 2021,"1,454,900",(Blank),(Blank),(Blank),(Blank),"1,454,900"
South Africa,Pfizer BioNTech - Comirnaty,May 2021,"1,937,520",(Blank),(Blank),(Blank),(Blank),"1,937,520"
South Africa,Pfizer BioNTech - Comirnaty,Jun 2021,"2,545,920",(Blank),"1,392,300",(Blank),(Blank),"3,938,220"
South Africa,Pfizer BioNTech - Comirnaty,Jul 2021,"2,422,380",(Blank),"2,815,020",(Blank),(Blank),"5,237,400"
South Africa,Pfizer BioNTech - Comirnaty,Aug 2021,(Blank),(Blank),"5,062,590",(Blank),(Blank),"5,062,590"
South Africa,SII - Covishield,Jan 2021,"1,000,000",(Blank),(Blank),(Blank),(Blank),"1,000,000"
South Africa,SII - Covishield,Feb 2021,0,(Blank),(Blank),(Blank),(Blank),0
South Africa,Unknown,Oct 2021,(Blank),(Blank),(Blank),(Blank),"4,329,516","4,329,516"
South Africa,Unknown,Nov 2021,(Blank),(Blank),(Blank),(Blank),"3,561,734","3,561,734"
South Africa,Unknown,Dec 2021,(Blank),(Blank),(Blank),(Blank),"2,511,792","2,511,792"
South Africa,Unknown,Jan 2022,(Blank),(Blank),(Blank),(Blank),"2,179,497","2,179,497"
South Africa,Unknown,Feb 2022,(Blank),(Blank),(Blank),(Blank),"1,709,872","1,709,872"
South Africa,Unknown,Mar 2022,(Blank),(Blank),(Blank),(Blank),"2,439,408","2,439,408"
South Africa,Unknown,Apr 2022,(Blank),(Blank),(Blank),(Blank),"1,329,017","1,329,017"
South Africa,Unknown,May 2022,(Blank),(Blank),(Blank),(Blank),"1,318,148","1,318,148"
South Africa,Unknown,Jun 2022,(Blank),(Blank),(Blank),(Blank),"836,451","836,451"
South Africa,Unknown,Jul 2022,(Blank),(Blank),(Blank),(Blank),"406,219","406,219"
South Africa,Unknown,Aug 2022,(Blank),(Blank),(Blank),(Blank),"289,696","289,696"
South Africa,Unknown,Sep 2022,(Blank),(Blank),(Blank),(Blank),"204,115","204,115"
South Sudan,AstraZeneca - Vaxzevria,Aug 2021,(Blank),(Blank),"59,520",(Blank),(Blank),"59,520"
South Sudan,AstraZeneca - Vaxzevria,Nov 2021,(Blank),(Blank),"60,000",(Blank),(Blank),"60,000"
South Sudan,AstraZeneca - Vaxzevria,May 2022,(Blank),(Blank),"4,800",(Blank),(Blank),"4,800"
South Sudan,Janssen - Ad26.COV 2.S,Sep 2021,(Blank),(Blank),"152,950",(Blank),(Blank),"152,950"
South Sudan,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),"597,600",(Blank),(Blank),"597,600"
South Sudan,Janssen - Ad26.COV 2.S,Mar 2022,(Blank),(Blank),"151,200",(Blank),(Blank),"151,200"
South Sudan,Janssen - Ad26.COV 2.S,Apr 2022,(Blank),(Blank),"948,100",(Blank),(Blank),"948,100"
South Sudan,Janssen - Ad26.COV 2.S,Aug 2022,(Blank),(Blank),"943,200",(Blank),(Blank),"943,200"
South Sudan,Janssen - Ad26.COV 2.S,Sep 2022,(Blank),(Blank),"504,000",(Blank),(Blank),"504,000"
South Sudan,SII - Covishield,Mar 2021,(Blank),(Blank),"60,000",(Blank),(Blank),"60,000"
South Sudan,SII - Covishield,Apr 2021,(Blank),"59,000",(Blank),(Blank),(Blank),"59,000"
Sudan,AstraZeneca - Vaxzevria,Aug 2021,(Blank),(Blank),"218,400",(Blank),(Blank),"218,400"
Sudan,AstraZeneca - Vaxzevria,Sep 2021,(Blank),(Blank),"357,600",(Blank),(Blank),"357,600"
Sudan,AstraZeneca - Vaxzevria,Oct 2021,(Blank),(Blank),"300,000",(Blank),(Blank),"300,000"
Sudan,AstraZeneca - Vaxzevria,Jan 2022,(Blank),"200,000",(Blank),(Blank),(Blank),"200,000"
Sudan,AstraZeneca - Vaxzevria,Jul 2022,(Blank),(Blank),"600,960",(Blank),(Blank),"600,960"
Sudan,Janssen - Ad26.COV 2.S,Aug 2021,(Blank),(Blank),"606,700",(Blank),(Blank),"606,700"
Sudan,Janssen - Ad26.COV 2.S,Sep 2021,(Blank),(Blank),(Blank),"158,400",(Blank),"158,400"
Sudan,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),"2,226,400","302,400",(Blank),"2,528,800"
Sudan,Janssen - Ad26.COV 2.S,Feb 2022,(Blank),(Blank),"604,800",(Blank),(Blank),"604,800"
Sudan,Janssen - Ad26.COV 2.S,Jun 2022,(Blank),(Blank),"1,468,800",(Blank),(Blank),"1,468,800"
Sudan,Janssen - Ad26.COV 2.S,Jul 2022,(Blank),(Blank),(Blank),"1,360,800",(Blank),"1,360,800"
Sudan,Janssen - Ad26.COV 2.S,Sep 2022,(Blank),(Blank),(Blank),"1,024,800",(Blank),"1,024,800"
Sudan,Janssen - Ad26.COV 2.S,Oct 2022,(Blank),(Blank),"3,477,600","230,400",(Blank),"3,708,000"
Sudan,Pfizer BioNTech - Comirnaty,Oct 2021,(Blank),(Blank),"499,590",(Blank),(Blank),"499,590"
Sudan,Pfizer BioNTech - Comirnaty,Feb 2022,(Blank),(Blank),"774,540",(Blank),(Blank),"774,540"
Sudan,Pfizer BioNTech - Comirnaty,Apr 2022,(Blank),(Blank),"999,180",(Blank),(Blank),"999,180"
Sudan,Pfizer BioNTech - Comirnaty,Jul 2022,(Blank),(Blank),"299,520",(Blank),(Blank),"299,520"
Sudan,Pfizer BioNTech - Comirnaty,Oct 2022,(Blank),(Blank),"1,000,350",(Blank),(Blank),"1,000,350"
Sudan,SII - Covishield,Mar 2021,(Blank),(Blank),"828,000",(Blank),(Blank),"828,000"
Sudan,SII - Covishield,Feb 2022,(Blank),(Blank),"1,008,000",(Blank),(Blank),"1,008,000"
Sudan,Sinopharm (Beijing) - BBIBP-CorV,Mar 2021,(Blank),"250,000",(Blank),(Blank),(Blank),"250,000"
Sudan,Sinopharm (Beijing) - BBIBP-CorV,Oct 2021,(Blank),(Blank),"1,317,600",(Blank),(Blank),"1,317,600"
Uganda,AstraZeneca - Vaxzevria,Jun 2021,(Blank),(Blank),"175,200",(Blank),(Blank),"175,200"
Uganda,AstraZeneca - Vaxzevria,Jul 2021,(Blank),(Blank),"286,080",(Blank),(Blank),"286,080"
Uganda,AstraZeneca - Vaxzevria,Aug 2021,(Blank),(Blank),"428,080",(Blank),(Blank),"428,080"
Uganda,AstraZeneca - Vaxzevria,Sep 2021,(Blank),"489,400","501,300",(Blank),(Blank),"990,700"
Uganda,AstraZeneca - Vaxzevria,Oct 2021,(Blank),(Blank),"1,743,000",(Blank),(Blank),"1,743,000"
Uganda,AstraZeneca - Vaxzevria,Nov 2021,(Blank),(Blank),"480,000",(Blank),(Blank),"480,000"
Uganda,AstraZeneca - Vaxzevria,Dec 2021,(Blank),(Blank),"1,257,900",(Blank),(Blank),"1,257,900"
Uganda,Janssen - Ad26.COV 2.S,Oct 2021,(Blank),(Blank),(Blank),"657,600",(Blank),"657,600"
Uganda,Janssen - Ad26.COV 2.S,Nov 2021,(Blank),(Blank),"672,000","756,000",(Blank),"1,428,000"
Uganda,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),"9,950,400",(Blank),(Blank),"9,950,400"
Uganda,Janssen - Ad26.COV 2.S,Mar 2022,(Blank),(Blank),"2,944,800",(Blank),(Blank),"2,944,800"
Uganda,Moderna - Spikevax,Sep 2021,(Blank),(Blank),"647,080",(Blank),(Blank),"647,080"
Uganda,Moderna - Spikevax,Nov 2021,(Blank),(Blank),"1,904,140",(Blank),(Blank),"1,904,140"
Uganda,Moderna - Spikevax,Dec 2021,(Blank),(Blank),"1,870,800",(Blank),(Blank),"1,870,800"
Uganda,Moderna - Spikevax,Feb 2022,(Blank),(Blank),"433,300",(Blank),(Blank),"433,300"
Uganda,Pfizer BioNTech - Comirnaty,Sep 2021,(Blank),(Blank),"1,674,270",(Blank),(Blank),"1,674,270"
Uganda,Pfizer BioNTech - Comirnaty,Nov 2021,(Blank),(Blank),"3,488,940",(Blank),(Blank),"3,488,940"
Uganda,Pfizer BioNTech - Comirnaty,Dec 2021,(Blank),(Blank),"2,919,150",(Blank),(Blank),"2,919,150"
Uganda,Pfizer BioNTech - Comirnaty,Jan 2022,(Blank),(Blank),"1,684,800",(Blank),(Blank),"1,684,800"
Uganda,Pfizer BioNTech - Comirnaty,Feb 2022,(Blank),(Blank),"1,998,360",(Blank),(Blank),"1,998,360"
Uganda,Pfizer BioNTech - Comirnaty,Mar 2022,(Blank),(Blank),"1,765,530",(Blank),(Blank),"1,765,530"
Uganda,Pfizer BioNTech - Comirnaty,Jun 2022,(Blank),(Blank),"2,500,290",(Blank),(Blank),"2,500,290"
Uganda,SII - Covishield,Mar 2021,(Blank),"100,000","864,000",(Blank),(Blank),"964,000"
Uganda,Sinopharm (Beijing) - BBIBP-CorV,Oct 2021,(Blank),(Blank),"346,800",(Blank),(Blank),"346,800"
Uganda,Sinopharm (Beijing) - BBIBP-CorV,Nov 2021,(Blank),(Blank),"877,200",(Blank),(Blank),"877,200"
Uganda,Sinopharm (Beijing) - BBIBP-CorV,Dec 2021,(Blank),(Blank),"836,400",(Blank),(Blank),"836,400"
Uganda,Sinovac - CoronaVac,Jul 2021,(Blank),"300,000",(Blank),(Blank),(Blank),"300,000"
Uganda,Sinovac - CoronaVac,Oct 2021,(Blank),"700,000",(Blank),(Blank),(Blank),"700,000"
Uganda,Sinovac - CoronaVac,Jun 2022,(Blank),"5,000,000",(Blank),(Blank),(Blank),"5,000,000"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Jul 2021,(Blank),(Blank),"1,058,450",(Blank),(Blank),"1,058,450"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Nov 2021,(Blank),(Blank),"169,900",(Blank),(Blank),"169,900"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Dec 2021,(Blank),(Blank),"115,200",(Blank),(Blank),"115,200"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Feb 2022,(Blank),(Blank),"573,600",(Blank),(Blank),"573,600"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,May 2022,(Blank),(Blank),"4,600,800",(Blank),(Blank),"4,600,800"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Jun 2022,(Blank),(Blank),"6,061,850",(Blank),(Blank),"6,061,850"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Aug 2022,(Blank),(Blank),"1,360,800",(Blank),(Blank),"1,360,800"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Sep 2022,(Blank),(Blank),"8,359,100",(Blank),(Blank),"8,359,100"
United Republic of Tanzania,Janssen - Ad26.COV 2.S,Oct 2022,(Blank),(Blank),"2,923,200",(Blank),(Blank),"2,923,200"
United Republic of Tanzania,Moderna - Spikevax,Dec 2021,(Blank),(Blank),"376,320",(Blank),(Blank),"376,320"
United Republic of Tanzania,Pfizer BioNTech - Comirnaty,Nov 2021,(Blank),(Blank),"499,590",(Blank),(Blank),"499,590"
United Republic of Tanzania,Pfizer BioNTech - Comirnaty,Dec 2021,(Blank),(Blank),"1,612,260",(Blank),(Blank),"1,612,260"
United Republic of Tanzania,Pfizer BioNTech - Comirnaty,Jan 2022,(Blank),(Blank),"1,612,260",(Blank),(Blank),"1,612,260"
United Republic of Tanzania,Pfizer BioNTech - Comirnaty,Jun 2022,(Blank),(Blank),"400,140",(Blank),(Blank),"400,140"
United Republic of Tanzania,Sinopharm (Beijing) - BBIBP-CorV,Oct 2021,(Blank),(Blank),"1,065,600",(Blank),(Blank),"1,065,600"
United Republic of Tanzania,Sinopharm (Beijing) - BBIBP-CorV,Nov 2021,(Blank),"500,000","1,012,800",(Blank),(Blank),"1,512,800"
United Republic of Tanzania,Sinopharm (Beijing) - BBIBP-CorV,Jan 2022,(Blank),"1,000,000",(Blank),(Blank),(Blank),"1,000,000"
United Republic of Tanzania,Sinopharm (Beijing) - BBIBP-CorV,Jul 2022,(Blank),"3,000,000",(Blank),(Blank),(Blank),"3,000,000"
United Republic of Tanzania,Sinovac - CoronaVac,Mar 2022,(Blank),"1,000,000",(Blank),(Blank),(Blank),"1,000,000"
